accent_id,form,normalized_form,base_form,accented_vowels,accent_count,accent_indexes,accent_position,vowel_ordinals_from_start,vowel_ordinals_from_end,source_field,field_index,token_ordinal,context_index,context,source_context,pair_id,alignment_status,alignment_confidence,entry_id,headword,classification,classification_family,translation,document_frequency,entry_frequency,source_code,source_document,page_start,page_end,source_status,validation_status
ACE-001301,cúuchi,cúuchi,cuuchi,ú,1,1,Medial,1,3,Lema,1,1,3,Pe cúuchi mojuari,Pe cúuchi mojuari,,No aplica,No aplica,RD-001820,Pe cúuchi mojuari,Vt,Vt,Hacerse pedazos,3,3,SRC-02,DICCIONARIO raramuri.pdf,69,69,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001302,Cu’huíchara,cuʼhuíchara,cuʼhuichara,í,1,5,Medial,3,3,Lema,1,1,0,Cu’huíchara,Cu’huíchara,,No aplica,No aplica,RD-000571,Cu’huíchara,S,S,Manzanilla,1,1,SRC-02,DICCIONARIO raramuri.pdf,30,30,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001303,cu’huíicharachi,cuʼhuíicharachi,cuʼhuiicharachi,í,1,5,Medial,3,5,Ejemplo RRM,2,2,5,Nijé cu’huíicharachi,"Hui’ré chi’huari cu’huíichi. Se hizo una cortada muy grande en la espinilla. Nijé cu’huíicharachi, en mi espinilla.",PAR-000572-01-02,Alineado,Alta,RD-000572,Cu’huíichi,S,S,Espinilla,1,1,SRC-02,DICCIONARIO raramuri.pdf,30,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001304,cu’huíichi,cuʼhuíichi,cuʼhuiichi,í,1,5,Medial,3,3,Ejemplo RRM,1,2,17,Hui’ré chi’huari cu’huíichi.,"Hui’ré chi’huari cu’huíichi. Se hizo una cortada muy grande en la espinilla. Nijé cu’huíicharachi, en mi espinilla.",PAR-000572-01-01,Alineado,Media,RD-000572,Cu’huíichi,S,S,Espinilla,2,1,SRC-02,DICCIONARIO raramuri.pdf,30,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001305,Cu’huíichi,cuʼhuíichi,cuʼhuiichi,í,1,5,Medial,3,3,Lema,1,1,0,Cu’huíichi,Cu’huíichi,,No aplica,No aplica,RD-000572,Cu’huíichi,S,S,Espinilla,2,1,SRC-02,DICCIONARIO raramuri.pdf,30,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001306,Cu’huíimi,cuʼhuíimi,cuʼhuiimi,í,1,5,Medial,3,3,Lema,1,1,0,Cu’huíimi,Cu’huíimi,,No aplica,No aplica,RD-000573,Cu’huíimi,S,S,Salvador,1,1,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001307,cu’huírabia,cuʼhuírabia,cuʼhuirabia,í,1,5,Medial,3,4,Ejemplo RRM,2,4,22,Cúrohui norínari tamí cu’huírabia.,Binoy nahuari tamí cu’huíramia. Él vino a ayudarme. Cúrohui norínari tamí cu’huírabia. Los niños vinieron a ayudarme.,PAR-000574-01-02,Alineado,Media,RD-000574,Cu’huira,Vt,Vt,"Ayudar, salvar",1,1,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001308,cu’huíramia,cuʼhuíramia,cuʼhuiramia,í,1,5,Medial,3,4,Ejemplo RRM,1,2,19,Binoy nahuari tamí cu’huíramia.,Binoy nahuari tamí cu’huíramia. Él vino a ayudarme. Cúrohui norínari tamí cu’huírabia. Los niños vinieron a ayudarme.,PAR-000574-01-01,Alineado,Media,RD-000574,Cu’huira,Vt,Vt,"Ayudar, salvar",1,1,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001309,Cu’lí,cuʼlí,cuʼli,í,1,4,Final,2,1,Lema,1,1,0,Cu’lí,Cu’lí,,No aplica,No aplica,RD-000577,Cu’lí,Vi,Vi,Tirar (líquido),1,1,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001310,Cu’rí,cuʼrí,cuʼri,í,1,4,Final,2,1,Lema,1,1,0,Cu’rí,Cu’rí,,No aplica,No aplica,RD-000596,Cu’rí,Vi,Vi,"Dar vueltas, revolver",1,1,SRC-02,DICCIONARIO raramuri.pdf,31,31,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001311,Déme,déme,deme,é,1,1,Medial,1,2,Ejemplo RRM,2,1,1,¡Déme,"¡Córima rimé! ¡Déme unas tortillas! Córima ‘ya, vt Obsequiar, regalar.",PAR-000533-01-02,Alineado,Media,RD-000533,Córima,,Sin clasificar,1. vt Regalar 2. vt Visitar las casas (con la esperanza de recibir algo) 3. s Obsequio,1,1,SRC-02,DICCIONARIO raramuri.pdf,29,29,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001312,Dirá,dirá,dira,á,1,3,Final,2,1,Ejemplo RRM,3,1,0,Dirá,Chirí anigá bitiri. Estaban acostados en el suelo gritando sus quejas. Chirí animéa. Dirá sus quejas en alta voz.,PAR-000724-01-03,Alineado,Media,RD-000724,Chirí,S,S,Queja,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001313,Échani,échani,echani,é,1,0,Inicial,1,3,Lema,1,1,0,Échani,Échani,,No aplica,No aplica,RD-000834,Échani,,Sin clasificar,"Así dice, eso dice",1,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001314,Echará,echará,echara,á,1,5,Final,3,1,Ejemplo RRM,2,1,0,Echará,[pret.: chi’riri; fut.: chi’rima]. Chi’rinana. Echará chispas (una persona),PAR-000730-01-02,Alineado,Media,RD-000730,Chi’riní,Vi,Vi,Estar echando chispas,1,1,SRC-02,DICCIONARIO raramuri.pdf,36,36,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001315,Echarí,echarí,echari,í,1,5,Final,3,1,Ejemplo RRM,1,1,0,Echarí jonsa.,Echarí jonsa. Desde entonces.,PAR-000835-01-01,Alineado,Media,RD-000835,Echarí,Adv,Adv,"Entonces, más allá",2,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001316,Echarí,echarí,echari,í,1,5,Final,3,1,Lema,1,1,0,Echarí,Echarí,,No aplica,No aplica,RD-000835,Echarí,Adv,Adv,"Entonces, más allá",2,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001317,échi,échi,echi,é,1,0,Inicial,1,2,Ejemplo RRM,1,3,19,"Maparí rarajípari, échi rijoy quetasi anáchari","Maparí rarajípari, échi rijoy quetasi anáchari, cuando corrieron con la bolsa, ese hombre no aguantó. Biquiyá norí chopi anáchari, solamente aguantó tres vueltas. Ne huabé ocó ramichí; nijeni quetasi omero huaminabi anacha, me duele mucho la muela; no puedo aguantarla más. [pret.: anáchari; fut.: anachama]",PAR-000053-01-01,Alineado,Alta,RD-000053,Anacha,Vi,Vi,Aguantar,2,2,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001318,Échi,échi,echi,é,1,0,Inicial,1,2,Ejemplo RRM,1,1,0,Échi,Échi tohuí ne huabé caré binoy iyera. Ese niño ama mucho a su mamá. Véase garé. Carigá. Amándole. Carécahuami. Amado.,PAR-000433-01-01,Alineado,Media,RD-000433,Caré,Vt,Vt,"Amar, tener cariño",2,2,SRC-02,DICCIONARIO raramuri.pdf,25,25,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001319,échico,échico,echico,é,1,0,Inicial,1,3,Ejemplo RRM,1,3,43,"Maparimi cu simiri, que ayó, pe a'rínaromí échico nahuarí","Maparimi cu simiri, que ayó, pe a'rínaromí échico nahuarí, a poco de haberse ido usted, llegó él.",PAR-000099-01-01,Alineado,Alta,RD-000099,A'rínaromí,Adv,Adv,Al poco rato,3,3,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001320,Échico,échico,echico,é,1,0,Inicial,1,3,Ejemplo RRM,2,1,0,Échico tamí rihuarari.,"Echi rijoy nijé baquirínahuara ju. Échico tamí rihuarari. Ese hombre es mi padrino. El me puso mi nombre. Nijé baquirínahuara, mi padrino, mi madrina.",PAR-000186-01-02,Alineado,Media,RD-000186,Baquirini,S,S,"Padrino, madrina",3,3,SRC-02,DICCIONARIO raramuri.pdf,13,13,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001321,Échico,échico,echico,é,1,0,Inicial,1,3,Lema,1,1,0,Échico,Échico,,No aplica,No aplica,RD-000837,Échico,Adj dem,Adj,"Ese, esa",3,3,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001322,Echimí,echimí,echimi,í,1,5,Final,3,1,Lema,1,1,0,Echimí,Echimí,,No aplica,No aplica,RD-000839,Echimí,Adj dem,Adj,"Aquel, aquella",1,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001323,Echiquí,echiquí,echiqui,í,1,6,Final,4,1,Lema,1,1,0,Echiquí,Echiquí,,No aplica,No aplica,RD-000840,Echiquí,Adj dem,Adj,Esa cantidad,1,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001324,Echirigá,echirigá,echiriga,á,1,7,Final,4,1,Lema,1,1,0,Echirigá,Echirigá,,No aplica,No aplica,RD-000841,Echirigá,Adv,Adv,"Así, de esa manera",1,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001325,Echó,echó,echo,ó,1,3,Final,2,1,Ejemplo RRM,2,1,0,Echó,Co'orí hue ba'huirari. Echó mucha agua al esquiate.,PAR-000154-01-02,Alineado,Media,RD-000154,Ba'huirá,Vi,Vi,"Hacer caldo, echar agua a un líquido",1,1,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001326,Echocuá,echocuá,echocua,á,1,6,Final,4,1,Ejemplo RRM,1,1,0,Echocuá inaro.,"Echocuá inaro. Allí, por atrás, viene.",PAR-000844-01-01,Alineado,Media,RD-000844,Echocuá,Adv,Adv,"Allí, por atrás",2,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001327,Echocuá,echocuá,echocua,á,1,6,Final,4,1,Lema,1,1,0,Echocuá,Echocuá,,No aplica,No aplica,RD-000844,Echocuá,Adv,Adv,"Allí, por atrás",2,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001328,Echomí,echomí,echomi,í,1,5,Final,3,1,Ejemplo RRM,1,1,0,Echomí inaro.,Echomí inaro. Por allá va. ¡Echomí! ¡Quítate! ¡Hazte a un lado!,PAR-000845-01-01,Alineado,Media,RD-000845,Echomí,Adv,Adv,Para allá,3,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001329,Echomí,echomí,echomi,í,1,5,Final,3,1,Ejemplo RRM,2,1,1,¡Echomí! ¡Quítate!,Echomí inaro. Por allá va. ¡Echomí! ¡Quítate! ¡Hazte a un lado!,PAR-000845-01-02,Revisión requerida,Baja,RD-000845,Echomí,Adv,Adv,Para allá,3,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001330,Echomí,echomí,echomi,í,1,5,Final,3,1,Lema,1,1,0,Echomí,Echomí,,No aplica,No aplica,RD-000845,Echomí,Adv,Adv,Para allá,3,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001331,Echorá,echorá,echora,á,1,5,Final,3,1,Lema,1,1,0,Echorá,Echorá,,No aplica,No aplica,RD-000847,Echorá,,Sin clasificar,"Así hace, eso hace, de ese modo hace",1,1,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001332,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo'ná achámani,"Echo'ná achámani, voy a ponerlo allí. Nijeni naquiri echo'ná achayá, yo quería ponerlo allí. Echo'ná achárati, fue puesto allí. Sicochi achari rité, puso la piedra en el rincón. [pl.: muchuhua]",PAR-000026-01-01,Alineado,Alta,RD-000026,Achá,Vt,Vt,"Poner (una sola cosa o persona), colocar",34,30,SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001333,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,3,1,0,Echo'ná achárati,"Echo'ná achámani, voy a ponerlo allí. Nijeni naquiri echo'ná achayá, yo quería ponerlo allí. Echo'ná achárati, fue puesto allí. Sicochi achari rité, puso la piedra en el rincón. [pl.: muchuhua]",PAR-000026-01-03,Alineado,Alta,RD-000026,Achá,Vt,Vt,"Poner (una sola cosa o persona), colocar",34,30,SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001334,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,2,1,15,Nijeni naquiri echo'ná achayá,"Echo'ná achámani, voy a ponerlo allí. Nijeni naquiri echo'ná achayá, yo quería ponerlo allí. Echo'ná achárati, fue puesto allí. Sicochi achari rité, puso la piedra en el rincón. [pl.: muchuhua]",PAR-000026-01-02,Alineado,Alta,RD-000026,Achá,Vt,Vt,"Poner (una sola cosa o persona), colocar",34,30,SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001335,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,4,59,Echi rijoy nihuari biré namuti achigórigá mapurigá rihuari echo'ná huarúrachi,"Echi rijoy nihuari biré namuti achigórigá mapurigá rihuari echo'ná huarúrachi, ese hombre hizo una cosa de la misma manera que vió en la ciudad.",PAR-000033-01-01,Alineado,Alta,RD-000033,Achigórigá,Adv,Adv,"De la misma manera, así también",34,30,SRC-02,DICCIONARIO raramuri.pdf,4,4,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001336,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,3,28,Echi jaré pagótami mo'huiri echo'ná pachá ri'obachi; ma amachima,"Echi jaré pagótami mo'huiri echo'ná pachá ri'obachi; ma amachima, la gente ya entró en la iglesia; van a rezar.",PAR-000043-01-01,Alineado,Alta,RD-000043,Amachí,Vt,Vt,Rezar,34,30,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001337,echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,5,34,Jena’í piréami pagótami a’nabáari echo’ná comurachi,"Jena’í piréami pagótami a’nabáari echo’ná comurachi, la gente de aquí se juntó en la casa de la comunidad",PAR-000052-01-01,Alineado,Alta,RD-000052,A’nabáa,Vi,Vi,Juntarse,34,30,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001338,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,2,1,0,Echo'ná bitichí arihueri ripurá,"Rijoy huaminá arihueri binoy upira, el hombre dejó a su esposa. Echo'ná bitichí arihueri ripurá, dejó el hacha en la casa. ¡Arihué! ¡Quetasi namó orá!, ¡Déjalo! iNo le hagas nada! [pp.: arihuérami; fut.: arihuema]",PAR-000097-01-02,Alineado,Alta,RD-000097,Arihué,Vt,Vt,Dejar,34,30,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001339,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,3,1,0,Echo'ná escuélachi asíbami rihuárini.,"Pachá asíbaga, huarú co'huari. Sentándose adentro, comió mucho. Echo'ná escuélachi asíbami rihuárini. Le ví sentado allí, en la escuela.",PAR-000109-01-03,Alineado,Media,RD-000109,Asiba,Vi sing,Vi,Sentarse,34,30,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001340,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,2,1,7,"Ayena, echo'ná pachá atí.","¿Acha atí mujé onorá? Ayena, echo'ná pachá atí. ¿Está tu papá? Sí, está allí adentro.",PAR-000123-01-02,Alineado,Media,RD-000123,Ayena,Adv,Adv,Sí,34,30,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001341,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,"Echo'ná huabé huaquichéami ju, quetasi ba'hué.","Echo'ná huabé huaquichéami ju, quetasi ba'hué. Allí está muy seco, no hay agua. [pret.: ba'huéari; fut.: ba'huérama]",PAR-000150-01-01,Alineado,Media,RD-000150,Ba'hué,Vi,Vi,Hay agua,34,30,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001342,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo'ná huarú maní suguí.,Echo'ná huarú maní suguí. Ba'arí bajima huareco. Allí hay mucho tesgüino. Tal vez van a tomar mañana. Bajimani ba'huí. Voy a tomar agua.,PAR-000158-01-01,Alineado,Media,RD-000158,Bají,Vi,Vi,"Tomar, beber (tesgüino, agua)",34,30,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001343,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,3,30,Chabénara huaminá huaquicheri echo'ná bajichi; chopi jipi auchecho cu bajítari mapujiti ma gará ucú.,Chabénara huaminá huaquicheri echo'ná bajichi; chopi jipi auchecho cu bajítari mapujiti ma gará ucú. Hace tiempo se secó allí donde salió agua; pero ya sale otra vez porque llueve bastante ahora.,PAR-000163-01-01,Alineado,Media,RD-000163,Bajichi,S,S,"Pozo, ojo de agua, manantial.",34,30,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001344,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,2,3,21,Jipi hue nirú banagá echo'ná comichi.,"Ba'huí hue banagué. Hay mucha lama en el agua. Jipi hue nirú banagá echo'ná comichi. Ahora hay mucha lama allí, en el arroyo. Banagué vi hay lama.",PAR-000175-01-02,Alineado,Media,RD-000175,Banagá,S,S,"Lama, moho",34,30,SRC-02,DICCIONARIO raramuri.pdf,12,12,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001345,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo'ná hui'ré ba'huichí hue 'yena basoná.,Echo'ná hui'ré ba'huichí hue 'yena basoná. Allí donde está ancho el agua están los patos,PAR-000203-01-01,Alineado,Media,RD-000203,Basoná,S,S,Pato,34,30,SRC-02,DICCIONARIO raramuri.pdf,14,14,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001346,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,14,"Nijeni simiri echo'ná tu comichi, biré táa binorica.","Nijeni simiri echo'ná tu comichi, biré táa binorica. Fui por abajo, en el arroyo, llevando un anzuelo.",PAR-000264-01-01,Revisión requerida,Baja,RD-000264,Binorí,S,S,Anzuelo,34,30,SRC-02,DICCIONARIO raramuri.pdf,17,17,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001347,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,2,1,0,Echo'ná basigóchi ni bité.,"¿Cumi bité?, ¿Dónde vives? Echo'ná basigóchi ni bité. Vivo allí, en Basigochi. [pret.: bitéeri; fut.: bitérama; pl.: piré]",PAR-000280-01-02,Alineado,Media,RD-000280,Bité,Vi,Vi,"Sing habitar, morar, vivir",34,30,SRC-02,DICCIONARIO raramuri.pdf,17,18,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001348,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo'ná cahuichí bitébari.,"Echo'ná cahuichí bitébari. Allí, en el campo, pasó la noche. [fut.: bitebama] Véase chi'reba",PAR-000283-01-01,Alineado,Baja,RD-000283,Biteba,Vi,Vi,"Pasar la noche, pernoctar",34,30,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001349,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo'ná bitichí iyénasí simiri,"Echo'ná bitichí iyénasí simiri, iba hacia la casa.",PAR-000287-01-01,Alineado,Alta,RD-000287,Bitichí,S,S,"Casa, habitación",34,30,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001350,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo'ná buhuichí nijeni,"Echo'ná buhuichí nijeni mi buhuema. Allá, en el camino, te voy a esperar. Buhuesi! Imper pl éspérense!",PAR-000330-01-01,Alineado,Media,RD-000330,buhué,Vt,Vt,Esperar,34,30,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001351,echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,2,6,Chabé echo'ná burúuri.,Chabé echo'ná burúuri. Hace mucho había un camino allí.,PAR-000348-01-01,Alineado,Media,RD-000348,Burúuri,,Sin clasificar,[Pretérito de burú],34,30,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001352,echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,7,Nijeni echo’ná ri’ré pachá cábama.,"Nijeni echo’ná ri’ré pachá cábama. Voy a estar allí, a la sombra.",PAR-000362-01-01,Alineado,Media,RD-000362,Caba,Vi,Vi,Estar bajo a la sombra,34,30,SRC-02,DICCIONARIO raramuri.pdf,21,21,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001353,Echo'ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,2,1,0,Echo'ná rayénarachi huaminá camiri oserí.,"Ma camiri pelota; auchéchoco upúchamani. Ya se encarrujó la pelota; voy a echarle aire. Echo'ná rayénarachi huaminá camiri oserí. Se encarrujó el papel por el sol. Caminí. Está encarrujándose Camíami. encarrujado, aplastado",PAR-000394-01-02,Alineado,Media,RD-000394,Camí,Vi,Vi,"Encarrujarse, torcerse",34,30,SRC-02,DICCIONARIO raramuri.pdf,23,23,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001354,echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,3,4,29,Echi táa tohuí ri’yeca chucú echo’ná napichi,"Ma arihua, que ‘me ayó chonama. Ya es tarde, pronto oscurecerá. Echi táa tohuí ri’yeca chucú echo’ná napichi, cara chonama. Ese niñito está jugando en la chimenea; se va a tiznar (ennegrecer) completamente. [pret.: chónari; fut.: chonama]. Chónohua. Hacer negro. Chónami. Adv Sucio, oscuro.",PAR-000760-01-03,Alineado,Alta,RD-000760,Chona,Vi,Vi,1. Oscurecer 2. Ennegrecerse,34,30,SRC-02,DICCIONARIO raramuri.pdf,38,38,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001355,Echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo’ná inaro.,Echo’ná inaro. Alla viene. Echo’ná Samichí. A Samachique.,PAR-000846-01-01,Alineado,Media,RD-000846,Echo’ná,Adv,Adv,"Allí, allá, ahí, hacia allá, por allá",34,30,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001356,Echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,2,1,0,Echo’ná Samichí. A Samachique.,Echo’ná inaro. Alla viene. Echo’ná Samichí. A Samachique.,PAR-000846-01-02,Revisión requerida,Baja,RD-000846,Echo’ná,Adv,Adv,"Allí, allá, ahí, hacia allá, por allá",34,30,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001357,Echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Lema,1,1,0,Echo’ná,Echo’ná,,No aplica,No aplica,RD-000846,Echo’ná,Adv,Adv,"Allí, allá, ahí, hacia allá, por allá",34,30,SRC-02,DICCIONARIO raramuri.pdf,41,41,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001358,echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,3,11,Biré muquí echo’ná comichi huichó chucú.,"Biré muquí echo’ná comichi huichó chucú. Una mujer está lavando allí, en el arroyo. Huichósohua táa nírari. Se encogió la ropa al lavarla.",PAR-000983-01-01,Alineado,Media,RD-000983,Huichó,Vt,Vt,Lavar (ropa),34,30,SRC-02,DICCIONARIO raramuri.pdf,46,46,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001359,echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,2,30,Nijeni huijiméa echi ri’rohui echo’ná napichi.,Nijeni huijiméa echi ri’rohui echo’ná napichi. Voy a sacar las papas de las cenizas. [fut.: huijaméa].,PAR-000995-01-01,Alineado,Media,RD-000995,Huijá,Vt,Vt,Sacar (de la lumbre),34,30,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001360,Echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,0,Echo’ná pachá huijá chucú.,Echo’ná pachá huijá chucú. Está colgado allí adentro. Huijagá chucú. Está colgado.,PAR-000996-01-01,Alineado,Media,RD-000996,Huijá,Vi,Vi,Estar colgado,34,30,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y prosódico
ACE-001361,echo’ná,echoʼná,echoʼna,á,1,6,Final,3,1,Ejemplo RRM,1,1,7,Nijeni echo’ná huijpahuama echi juste.,Nijeni echo’ná huijpahuama echi juste. Voy a colgar el fuste allí adentro.,PAR-000997-01-01,Alineado,Media,RD-000997,Huijáhua,Vt,Vt,Colgar,34,30,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y prosódico
