saltillo_id,form,normalized_form,search_form,saltillo_glyphs,saltillo_count,position,saltillo_indexes,source_field,field_index,token_ordinal,context_index,context,entry_id,headword,classification,classification_family,translation,document_frequency,entry_frequency,source_code,source_document,page_start,page_end,source_status,validation_status
SAL-000434,hui’iméa,huiʼiméa,huiʼimea,’,1,Medial,3,Ejemplo,1,1,6,[pl.: hui’iméa].,RD-000993,Hui’íami,Adj sing,Adj,Que tiene mucha manteca (un marrano),2,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000435,hui’iméa,huiʼiméa,huiʼimea,’,1,Medial,3,Variante,1,1,5,pl.: hui’iméa,RD-000993,Hui’íami,Adj sing,Adj,Que tiene mucha manteca (un marrano),2,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000436,hui’íra,huiʼíra,huiʼira,’,1,Medial,3,Ejemplo,1,1,39,Chibá huichira. Cuerno de chiva. Chibá hui’íra. Cebo de chiva. Chibá huitara. Estiércol de chiva.,RD-000670,Chibá,S esp,S,Chiva,1,1,SRC-02,DICCIONARIO raramuri.pdf,34,34,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000437,Hui’nijí,huiʼnijí,huiʼniji,’,1,Medial,3,Lema,1,1,0,Hui’nijí,RD-000998,Hui’nijí,Vt,Vt,"Acusar, condenar",1,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000438,Hui’nijíhuachi,huiʼnijíhuachi,huiʼnijihuachi,’,1,Medial,3,Ejemplo,1,4,130,Pagótami tamí hui’nijiri. La gente me acusaba. Comisario tamí hui’nijiri. El comisario de la policía me acusó. [fut.: hu’nijima]. Hui’nijíhuachi. Cuando lo acusan.,RD-000998,Hui’nijí,Vt,Vt,"Acusar, condenar",1,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000439,hui’nijiri,huiʼnijiri,huiʼnijiri,’,1,Medial,3,Ejemplo,1,1,14,Pagótami tamí hui’nijiri. La gente me acusaba. Comisario tamí hui’nijiri. El comisario de la policía me acusó. [fut.: hu’nijima]. Hui’nijíhuachi. Cuando lo acusan.,RD-000998,Hui’nijí,Vt,Vt,"Acusar, condenar",2,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000440,hui’nijiri,huiʼnijiri,huiʼnijiri,’,1,Medial,3,Ejemplo,1,2,62,Pagótami tamí hui’nijiri. La gente me acusaba. Comisario tamí hui’nijiri. El comisario de la policía me acusó. [fut.: hu’nijima]. Hui’nijíhuachi. Cuando lo acusan.,RD-000998,Hui’nijí,Vt,Vt,"Acusar, condenar",2,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000441,Hui’rá,huiʼrá,huiʼra,’,1,Medial,3,Lema,1,1,0,Hui’rá,RD-001008,Hui’rá,S,S,Arete,1,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000442,hui'ré,huiʼré,huiʼre,',1,Medial,3,Ejemplo,1,2,8,Echo'ná hui'ré ba'huichí hue 'yena basoná. Allí donde está ancho el agua están los patos,RD-000203,Basoná,S,S,Pato,9,7,SRC-02,DICCIONARIO raramuri.pdf,14,14,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000443,hui'ré,huiʼré,huiʼre,',1,Medial,3,Ejemplo,1,2,19,Buhuichí i'mérini; hui'ré bichírini ronochí. Me caí en el camino; me raspé mucho (a lo largo) la pierna.,RD-000230,Bichí,Vi,Vi,"Raspar, quitar la piel",9,7,SRC-02,DICCIONARIO raramuri.pdf,15,15,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000444,Hui’ré,huiʼré,huiʼre,’,1,Medial,3,Ejemplo,1,1,0,"Hui’ré chi’huari cu’huíichi. Se hizo una cortada muy grande en la espinilla. Nijé cu’huíicharachi, en mi espinilla.",RD-000572,Cu’huíichi,S,S,Espinilla,9,7,SRC-02,DICCIONARIO raramuri.pdf,30,31,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000445,Hui´ré,huiʼré,huiʼre,´,1,Medial,3,Lema,1,1,0,Hui´ré,RD-001009,Hui´ré,Vi,Vi,Tener aretes,9,7,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000446,Hui’ré,huiʼré,huiʼre,’,1,Medial,3,Ejemplo,1,1,0,Hui’ré inaro ba’huí. Está ancho el río. Hui’ré ichiméani. Voy a sembrar ancho (mucho).,RD-001015,Hui’ré,Adj,Adj,Ancho,9,7,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000447,Hui’ré,huiʼré,huiʼre,’,1,Medial,3,Ejemplo,1,3,40,Hui’ré inaro ba’huí. Está ancho el río. Hui’ré ichiméani. Voy a sembrar ancho (mucho).,RD-001015,Hui’ré,Adj,Adj,Ancho,9,7,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000448,Hui’ré,huiʼré,huiʼre,’,1,Medial,3,Lema,1,1,0,Hui’ré,RD-001015,Hui’ré,Adj,Adj,Ancho,9,7,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000449,Hui’ré,huiʼré,huiʼre,’,1,Medial,3,Ejemplo,1,1,0,Hui’ré ichari. Sembró mucho (ancho). Ma ichítari. Ya fue sembrado. [fut.: ichiméa]. Ichisí. Imper ¡!Siémbrenlo ustedes,RD-001058,Ichá,Vt,Vt,Sembrar,9,7,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000450,Hui’ré,huiʼré,huiʼre,’,1,Medial,3,Ejemplo,1,1,0,Hui’ré ihuá. Tiene un agujero grande.,RD-001069,Ihuá,Vi,Vi,Tener agujero,9,7,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000451,hui’rí,huiʼrí,huiʼri,’,1,Medial,3,Ejemplo,1,1,4,Hue hui’rí echi cusí. Está largo el palo. Hui’rí huiriri echi ucuí. Estaba lloviendo por mucho tiempo. Hui’rira. Vt Alargar. Hui’ribé. Muy extenso.,RD-001016,Hui’rí,Vi,Vi,1. Estar largo (medida) 2. Extenso (tiempo),4,2,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000452,Hui’rí,huiʼrí,huiʼri,’,1,Medial,3,Ejemplo,1,2,42,Hue hui’rí echi cusí. Está largo el palo. Hui’rí huiriri echi ucuí. Estaba lloviendo por mucho tiempo. Hui’rira. Vt Alargar. Hui’ribé. Muy extenso.,RD-001016,Hui’rí,Vi,Vi,1. Estar largo (medida) 2. Extenso (tiempo),4,2,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000453,Hui’rí,huiʼrí,huiʼri,’,1,Medial,3,Lema,1,1,0,Hui’rí,RD-001016,Hui’rí,Vi,Vi,1. Estar largo (medida) 2. Extenso (tiempo),4,2,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000454,hui’rí,huiʼrí,huiʼri,’,1,Medial,3,Ejemplo,1,1,6,Véase hui’rí.,RD-001079,I’hueri,Adj pl,Adj,Largos,4,2,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000455,hui’ribé,huiʼribé,huiʼribe,’,1,Medial,3,Ejemplo,1,1,19,"Maparí quetsai ucú hui’ribé niráa, hue huaró echi ichí. Cuando no llueve por mucho tiempo, se marchitan las matas.",RD-000910,Huaró,Vi,Vi,"Marchitarse, secarse por el sol",2,2,SRC-02,DICCIONARIO raramuri.pdf,43,43,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000456,Hui’ribé,huiʼribé,huiʼribe,’,1,Medial,3,Ejemplo,1,4,125,Hue hui’rí echi cusí. Está largo el palo. Hui’rí huiriri echi ucuí. Estaba lloviendo por mucho tiempo. Hui’rira. Vt Alargar. Hui’ribé. Muy extenso.,RD-001016,Hui’rí,Vi,Vi,1. Estar largo (medida) 2. Extenso (tiempo),2,2,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000457,Hui’ribéque,huiʼribéque,huiʼribeque,’,1,Medial,3,Ejemplo,1,1,0,Hui’ribéque nahua. Retrasa su llegada.,RD-001021,Huiribeco,Adv,Adv,Después,1,1,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000458,hui’rique,huiʼrique,huiʼrique,’,1,Medial,3,Ejemplo,1,1,3,"Ma hui’rique chona, basachí tamí iquímire. Ya está muy oscuro, me puede morder el coyote. Basachí huichira. Piel de coyote",RD-000196,Basachí,S,S,Coyote.,7,4,SRC-02,DICCIONARIO raramuri.pdf,14,14,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000459,Hui'rique,huiʼrique,huiʼrique,',1,Medial,3,Ejemplo,1,2,47,"Ri'ré huichí bitir, se acostaron en la tierra. Hui'rique rocogó bitíbari cochiboa, ya muy de noche se acostaron a dormir. [sing.: bu'huí; fut.: bitimea]. Bitibama, se acostarán. Bitisí ¡acuéstense!",RD-000285,Bití,Vi pl,Vi,Estar acostados (varios),7,4,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000460,Hui'rique,huiʼrique,huiʼrique,',1,Medial,3,Ejemplo,1,1,0,"Hui'rique rocogó ju; m a bu'huíbari. Es muy noche; ya se acostó. Pachá carírari bu'huí. Está acostado adentro de la casa. [pl.: bití; fut.: bu’huimea, bu’huibamina]",RD-000332,Bu'huí,Vi,Vi,Acostarse (solo),7,4,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000461,Hui´rique,huiʼrique,huiʼrique,´,1,Medial,3,Ejemplo,1,1,0,Hui´rique rocogó cu nahuari. Muy noche llegó. Ma hui’rique chónachi níiri. Ya era muy de noche. Hui’rique chónachi. Muy noche.,RD-001022,Hui’rique,Adv,Adv,Mucho después,7,4,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000462,hui’rique,huiʼrique,huiʼrique,’,1,Medial,3,Ejemplo,1,2,49,Hui´rique rocogó cu nahuari. Muy noche llegó. Ma hui’rique chónachi níiri. Ya era muy de noche. Hui’rique chónachi. Muy noche.,RD-001022,Hui’rique,Adv,Adv,Mucho después,7,4,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000463,Hui’rique,huiʼrique,huiʼrique,’,1,Medial,3,Ejemplo,1,3,96,Hui´rique rocogó cu nahuari. Muy noche llegó. Ma hui’rique chónachi níiri. Ya era muy de noche. Hui’rique chónachi. Muy noche.,RD-001022,Hui’rique,Adv,Adv,Mucho después,7,4,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000464,Hui’rique,huiʼrique,huiʼrique,’,1,Medial,3,Lema,1,1,0,Hui’rique,RD-001022,Hui’rique,Adv,Adv,Mucho después,7,4,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000465,Hui’rira,huiʼrira,huiʼrira,’,1,Medial,3,Ejemplo,1,3,103,Hue hui’rí echi cusí. Está largo el palo. Hui’rí huiriri echi ucuí. Estaba lloviendo por mucho tiempo. Hui’rira. Vt Alargar. Hui’ribé. Muy extenso.,RD-001016,Hui’rí,Vi,Vi,1. Estar largo (medida) 2. Extenso (tiempo),1,1,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000466,Hui’yé,huiʼyé,huiʼye,’,1,Medial,3,Ejemplo,1,1,0,"Hui’yé gará chunú ba’huí. La tierra absorbe el agua. [fut.: chunuméa]. Chunugá bají. Lo chupa. Chunurú. Vt Chupar, sorber (una vez)",RD-000808,Chunú,Vt,Vt,"Chupar, absorber",5,3,SRC-02,DICCIONARIO raramuri.pdf,40,40,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000467,hui’yé,huiʼyé,huiʼye,’,1,Medial,3,Ejemplo,1,1,12,Echi sicorí hui’yé jiti nihuarihua. Se hacen las ollas de tierra (barro). Gará ju hui’yé; huarú ochérama pachí. Está buena la tierra; crecerá grande el maíz.,RD-001044,Hui’yé,S,S,"Tierra, barro",5,3,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000468,hui’yé,huiʼyé,huiʼye,’,1,Medial,3,Ejemplo,1,2,82,Echi sicorí hui’yé jiti nihuarihua. Se hacen las ollas de tierra (barro). Gará ju hui’yé; huarú ochérama pachí. Está buena la tierra; crecerá grande el maíz.,RD-001044,Hui’yé,S,S,"Tierra, barro",5,3,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000469,Hui’yé,huiʼyé,huiʼye,’,1,Medial,3,Lema,1,1,0,Hui’yé,RD-001044,Hui’yé,S,S,"Tierra, barro",5,3,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000470,Hui’yé,huiʼyé,huiʼye,’,1,Medial,3,Ejemplo,1,1,0,Hui’yé ichihuáhuami. Tierra de siembra.,RD-001063,Ichihuáhuami,Adj,Adj,De siembra,5,3,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000471,hui’yéarama,huiʼyéarama,huiʼyearama,’,1,Medial,3,Ejemplo,1,1,7,[fut.: hui’yéarama].,RD-001045,Hui’yée,Vi,Vi,Hay tierra,2,1,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000472,hui’yéarama,huiʼyéarama,huiʼyearama,’,1,Medial,3,Variante,1,1,6,fut.: hui’yéarama,RD-001045,Hui’yée,Vi,Vi,Hay tierra,2,1,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000473,Hui’yée,huiʼyée,huiʼyee,’,1,Medial,3,Lema,1,1,0,Hui’yée,RD-001045,Hui’yée,Vi,Vi,Hay tierra,1,1,SRC-02,DICCIONARIO raramuri.pdf,49,49,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000474,hu’nijima,huʼnijima,huʼnijima,’,1,Medial,2,Ejemplo,1,3,118,Pagótami tamí hui’nijiri. La gente me acusaba. Comisario tamí hui’nijiri. El comisario de la policía me acusó. [fut.: hu’nijima]. Hui’nijíhuachi. Cuando lo acusan.,RD-000998,Hui’nijí,Vt,Vt,"Acusar, condenar",2,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000475,hu’nijima,huʼnijima,huʼnijima,’,1,Medial,2,Variante,1,1,6,fut.: hu’nijima,RD-000998,Hui’nijí,Vt,Vt,"Acusar, condenar",2,1,SRC-02,DICCIONARIO raramuri.pdf,47,47,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000476,Ihu´é,ihuʼé,ihuʼe,´,1,Medial,3,Lema,1,1,0,Ihu´é,RD-001072,Ihu´é,Vt,Vt,Atajar,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000477,Ihu´e,ihuʼe,ihuʼe,´,1,Medial,3,Lema,1,1,0,Ihu´e,RD-001073,Ihu´e,S pl,S,Muchachas,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000478,I'huéari,iʼhuéari,iʼhueari,',1,Medial,1,Ejemplo,1,1,0,I'huéari banihuiri bachí. Creció larga la mata de calabaza.,RD-000181,Banihuí,Vi,Vi,Crecer larga y enredada (mata),1,1,SRC-02,DICCIONARIO raramuri.pdf,13,13,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000479,I’hueri,iʼhueri,iʼhueri,’,1,Medial,1,Lema,1,1,0,I’hueri,RD-001079,I’hueri,Adj pl,Adj,Largos,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000480,I’huí,iʼhuí,iʼhui,’,1,Medial,1,Lema,1,1,0,I’huí,RD-001081,I’huí,Vt,Vt,1. Enredar 2. Lo amarra por las patas,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000481,I’huícharachi,iʼhuícharachi,iʼhuicharachi,’,1,Medial,1,Ejemplo,1,1,0,I’huícharachi. En la manzanilla.,RD-001083,I’huíchari,S,S,Manzanilla,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000482,I’huíchari,iʼhuíchari,iʼhuichari,’,1,Medial,1,Lema,1,1,0,I’huíchari,RD-001083,I’huíchari,S,S,Manzanilla,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000483,i’huiri,iʼhuiri,iʼhuiri,’,1,Medial,1,Ejemplo,1,1,9,Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.,RD-001081,I’huí,Vt,Vt,1. Enredar 2. Lo amarra por las patas,2,2,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000484,I’huiri,iʼhuiri,iʼhuiri,’,1,Medial,1,Lema,1,1,0,I’huiri,RD-001085,I’huiri,S,S,Bolsita de gusanos del madroño (árbol),2,2,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000485,I’huita,iʼhuita,iʼhuita,’,1,Medial,1,Lema,1,1,0,I’huita,RD-001086,I’huita,,Sin clasificar,1. vi Enredarse 2. vt Dar la autoridad (pasándole los cetros de autoridad encima de la cabeza),1,1,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000486,i’huítaga,iʼhuítaga,iʼhuitaga,’,1,Medial,1,Ejemplo,1,2,59,Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.,RD-001081,I’huí,Vt,Vt,1. Enredar 2. Lo amarra por las patas,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000487,I’huítarini,iʼhuítarini,iʼhuitarini,’,1,Medial,1,Ejemplo,1,4,129,Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.,RD-001081,I’huí,Vt,Vt,1. Enredar 2. Lo amarra por las patas,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000488,I’mé,iʼmé,iʼme,’,1,Medial,1,Lema,1,1,0,I’mé,RD-001090,I’mé,vi,Vi,1. Caerse (al suelo) 2. Tropezar (andando),1,1,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000489,i’mema,iʼmema,iʼmema,’,1,Medial,1,Ejemplo,1,1,15,Echi táa tohuí i’mema. El niñito se va a tropezar.,RD-001090,I’mé,vi,Vi,1. Caerse (al suelo) 2. Tropezar (andando),1,1,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000490,i’meri,iʼmeri,iʼmeri,’,1,Medial,1,Ejemplo,1,3,121,Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.,RD-001081,I’huí,Vt,Vt,1. Enredar 2. Lo amarra por las patas,1,1,SRC-02,DICCIONARIO raramuri.pdf,50,50,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000491,i'mérini,iʼmérini,iʼmerini,',1,Medial,1,Ejemplo,1,1,9,Buhuichí i'mérini; hui'ré bichírini ronochí. Me caí en el camino; me raspé mucho (a lo largo) la pierna.,RD-000230,Bichí,Vi,Vi,"Raspar, quitar la piel",1,1,SRC-02,DICCIONARIO raramuri.pdf,15,15,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000492,I’ní,iʼní,iʼni,’,1,Medial,1,Lema,1,1,0,I’ní,RD-001097,I’ní,Vi,Vi,Volar,1,1,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000493,I’níbana,iʼníbana,iʼnibana,’,1,Medial,1,Lema,1,1,0,I’níbana,RD-001098,I’níbana,Vt,Vt,Echar a voler,1,1,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000494,I’nisa,iʼnisa,iʼnisa,’,1,Medial,1,Lema,1,1,0,I’nisa,RD-001099,I’nisa,Vi,Vi,Volarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000495,i’nísama,iʼnísama,iʼnisama,’,1,Medial,1,Ejemplo,1,1,9,Icá jiti i’nísama. Se va a volar por el viento.,RD-001099,I’nisa,Vi,Vi,Volarse,1,1,SRC-02,DICCIONARIO raramuri.pdf,51,51,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000496,i’nísari,iʼnísari,iʼnisari,’,1,Medial,1,Ejemplo,1,1,3,Ma i’nísari huirú. Ya voló el zopilote.,RD-001026,Huirú,S,S,Zopilote,1,1,SRC-02,DICCIONARIO raramuri.pdf,48,48,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000497,I'yábijí,iʼyábijí,iʼyabiji,',1,Medial,1,Ejemplo,1,1,70,"¡Abijí buhué!, ¡Espera todavía! Abijí que cho ucú, todavía no llueve. I'yábijí temprano todavía. Abijí tibíami, sobrante. Abijí ucú, todavía llueve.",RD-000004,Abijí,Adv,Adv,"Todavía, aún",1,1,SRC-02,DICCIONARIO raramuri.pdf,3,3,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000498,Jena’í,jenaʼí,jenaʼi,’,1,Medial,4,Ejemplo,1,1,0,"Jena’í piréami pagótami a’nabáari echo’ná comurachi, la gente de aquí se juntó en la casa de la comunidad",RD-000052,A’nabáa,Vi,Vi,Juntarse,13,12,SRC-02,DICCIONARIO raramuri.pdf,5,5,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000499,jena'í,jenaʼí,jenaʼi,',1,Medial,4,Ejemplo,1,3,77,"Jaré rarámuri mayé mapu echi jaré qui'yá piréami pagótami arihuá abijí 'yena jena'í, echijiti maparí echi jaré rarámuri huabé majajáratami ju, rocogó niráa, aboni mayé mapu a'nayáhuari 'yena. Algunos tarahumaras creen que los espíritus de los que vivieron hace mucho todavía andan aquí, por eso, cuando ellos están muy asustados en la noche, creen que los espíritus de los antepasados andan por ahí.",RD-000063,A'nayáhuari,S pl,S,"Los que vivieron hace mucho, los espíritus de los antepasados",13,12,SRC-02,DICCIONARIO raramuri.pdf,6,6,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000500,Jena’í,jenaʼí,jenaʼi,’,1,Medial,4,Ejemplo,1,1,0,Jena’í iyénari biré óhuami carúmati ohuáami ayá. Aquí andaba un médico dándonos medicinas de todas clases.,RD-000121,Ayá,,Sin clasificar,Dando [Gerundio de ‘ya],13,12,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000501,Jena'í,jenaʼí,jenaʼi,',1,Medial,4,Ejemplo,1,1,55,"Ma bihuacheri bachí. Ya se endurecieron las calabazas. Jena'í ri'narátachi quetasi bihuárachi ju, gará bihuachébanabo, cusí chípérami jiti.Aquí, el patio no está duro. Vamos a endurecerlo con un palo ancho. Bihuaché vi endurecerse.",RD-000244,Bihuachébana,Vt,Vt,Endurecer,13,12,SRC-02,DICCIONARIO raramuri.pdf,16,16,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000502,jena'í,jenaʼí,jenaʼi,',1,Medial,4,Ejemplo,1,1,11,Echi rijoy jena'í samichí bitéami ju. Ese hombre vive aquí en samachique. Huanihuí jena'í piréami napahuima. Pasado mañana se juntarán los que viven aquí. [pl.: piréami],RD-000282,Bitéami,Adj sin,Adj,"Morador, que vive",13,12,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000503,jena'í,jenaʼí,jenaʼi,',1,Medial,4,Ejemplo,1,2,83,Echi rijoy jena'í samichí bitéami ju. Ese hombre vive aquí en samachique. Huanihuí jena'í piréami napahuima. Pasado mañana se juntarán los que viven aquí. [pl.: piréami],RD-000282,Bitéami,Adj sin,Adj,"Morador, que vive",13,12,SRC-02,DICCIONARIO raramuri.pdf,18,18,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000504,jena'í,jenaʼí,jenaʼi,',1,Medial,4,Ejemplo,1,1,31,Pe huaminánomí ne huarú burama jena'í. Poco más allá van a hacer un camino grande,RD-000341,Burá,Vt,Vt,Hacer camino,13,12,SRC-02,DICCIONARIO raramuri.pdf,20,20,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000505,Jena’í,jenaʼí,jenaʼi,’,1,Medial,4,Ejemplo,1,2,198,Iquecha mi cahuíi mapo’nami ichiméa? ¿no tienes tierra donde puedas sembrar? Cahuí ichihuáami. Tierra de cultivo. Cahuí pátami. Herencia de terrenos. Cahuíi. Vi tener tierra. Cahuichí. En el monte. Jena’í cahuírari. Este lugar. Nijé cahúíhuarachi. Mi tierra.,RD-000382,cahuí,S,S,"Monte, terreno, tierra, campo, mundo",13,12,SRC-02,DICCIONARIO raramuri.pdf,22,23,Transcrito,Pendiente de cotejo ortográfico y fonológico
SAL-000506,Jena'í,jenaʼí,jenaʼi,',1,Medial,4,Ejemplo,1,1,0,"Jena'í buhuechí pée cobímani, mapujiti tasi te ba'huí. Aquí en el camino voy a comer un poco de pinole seco porque no hay agua.",RD-000477,Cobí,Vi,Vi,Comer pinole seco,13,12,SRC-02,DICCIONARIO raramuri.pdf,26,26,Transcrito,Pendiente de cotejo ortográfico y fonológico
