variant_id,form_a,form_b,form_a_normalized,form_b_normalized,pattern,relation_type,derivation_method,entry_id,entry_ids,related_entry_id,classification,evidence,source_code,source_document,page_start,page_end,source_status,validation_status
VAR-000416,Acá,Nacá,aca,naca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000008,RD-000008|RD-001438,RD-001438,S | S,RD-000008: Acá | RD-001438: Nacá,SRC-02,DICCIONARIO raramuri.pdf,3,60,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000417,Acá,Paca,aca,paca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000008,RD-000008|RD-001796,RD-001796,S | Vt,RD-000008: Acá | RD-001796: Paca,SRC-02,DICCIONARIO raramuri.pdf,3,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000418,Acá,Racá,aca,raca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000008,RD-000008|RD-001899,RD-001899,S | S,RD-000008: Acá | RD-001899: Racá,SRC-02,DICCIONARIO raramuri.pdf,3,71,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000419,Acá,Saca,aca,saca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000008,RD-000008|RD-002215,RD-002215,S | Vt,RD-000008: Acá | RD-002215: Saca,SRC-02,DICCIONARIO raramuri.pdf,3,78,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000420,Acá,Taca,aca,taca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000008,RD-000008|RD-002443,RD-002443,S | Vt,RD-000008: Acá | RD-002443: Taca,SRC-02,DICCIONARIO raramuri.pdf,3,84,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000421,Acá,Bacá,aca,baca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-000127,RD-000127,Vi | S,RD-000012: Acá | RD-000127: Bacá,SRC-02,DICCIONARIO raramuri.pdf,3,9,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000422,Acá,Huaca,aca,huaca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-000866,RD-000866,Vi | S,RD-000012: Acá | RD-000866: Huaca,SRC-02,DICCIONARIO raramuri.pdf,3,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000423,Acá,Huaca,aca,huaca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-000867,RD-000867,Vi | S,RD-000012: Acá | RD-000867: Huaca,SRC-02,DICCIONARIO raramuri.pdf,3,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000424,Acá,Huacá,aca,huaca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-000868,RD-000868,Vi | Vi,RD-000012: Acá | RD-000868: Huacá,SRC-02,DICCIONARIO raramuri.pdf,3,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000425,Acá,Huacá,aca,huaca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-000869,RD-000869,Vi | S,RD-000012: Acá | RD-000869: Huacá,SRC-02,DICCIONARIO raramuri.pdf,3,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000426,Acá,Nacá,aca,naca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-001438,RD-001438,Vi | S,RD-000012: Acá | RD-001438: Nacá,SRC-02,DICCIONARIO raramuri.pdf,3,60,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000427,Acá,Paca,aca,paca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-001796,RD-001796,Vi | Vt,RD-000012: Acá | RD-001796: Paca,SRC-02,DICCIONARIO raramuri.pdf,3,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000428,Acá,Racá,aca,raca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-001899,RD-001899,Vi | S,RD-000012: Acá | RD-001899: Racá,SRC-02,DICCIONARIO raramuri.pdf,3,71,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000429,Acá,Saca,aca,saca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-002215,RD-002215,Vi | Vt,RD-000012: Acá | RD-002215: Saca,SRC-02,DICCIONARIO raramuri.pdf,3,78,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000430,Acá,Taca,aca,taca,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000012,RD-000012|RD-002443,RD-002443,Vi | Vt,RD-000012: Acá | RD-002443: Taca,SRC-02,DICCIONARIO raramuri.pdf,3,84,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000431,Acahui,Macahui,acahui,macahui,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000017,RD-000017|RD-001225,RD-001225,Vt | S,RD-000017: Acahui | RD-001225: Macahui,SRC-02,DICCIONARIO raramuri.pdf,4,54,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000432,Acami,Huácami,acami,huacami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000020,RD-000020|RD-000870,RD-000870,Adj sing,RD-000020: Acami | RD-000870: Huácami,SRC-02,DICCIONARIO raramuri.pdf,4,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000433,Acami,Jácami,acami,jacami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000020,RD-000020|RD-001129,RD-001129,Adj sing | Adj,RD-000020: Acami | RD-001129: Jácami,SRC-02,DICCIONARIO raramuri.pdf,4,52,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000434,Acaná,Huacaná,acana,huacana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000021,RD-000021|RD-000871,RD-000871,Adv | Vt,RD-000021: Acaná | RD-000871: Huacaná,SRC-02,DICCIONARIO raramuri.pdf,4,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000435,Acará,Nacara,acara,nacara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000009,RD-000009|RD-001440,RD-001440,Vi | S,RD-000009: Acará | RD-001440: Nacara,SRC-02,DICCIONARIO raramuri.pdf,3,60,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000436,Acará,Sacará,acara,sacara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000009,RD-000009|RD-002216,RD-002216,Vi | S,RD-000009: Acará | RD-002216: Sacará,SRC-02,DICCIONARIO raramuri.pdf,3,78,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000437,Acará,Nacara,acara,nacara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000023,RD-000023|RD-001440,RD-001440,Vt | S,RD-000023: Acará | RD-001440: Nacara,SRC-02,DICCIONARIO raramuri.pdf,4,60,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000438,Acará,Sacará,acara,sacara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000023,RD-000023|RD-002216,RD-002216,Vt | S,RD-000023: Acará | RD-002216: Sacará,SRC-02,DICCIONARIO raramuri.pdf,4,78,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000439,Acará,Nacara,acara,nacara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000024,RD-000024|RD-001440,RD-001440,S | S,RD-000024: Acará | RD-001440: Nacara,SRC-02,DICCIONARIO raramuri.pdf,4,60,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000440,Acará,Sacará,acara,sacara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000024,RD-000024|RD-002216,RD-002216,S | S,RD-000024: Acará | RD-002216: Sacará,SRC-02,DICCIONARIO raramuri.pdf,4,78,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000441,Acha,Bacha,acha,bacha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000025,RD-000025|RD-000137,RD-000137,Adv | Adv,RD-000025: Acha | RD-000137: Bacha,SRC-02,DICCIONARIO raramuri.pdf,4,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000442,Acha,Bachá,acha,bacha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000025,RD-000025|RD-000138,RD-000138,Adv | Vipl,RD-000025: Acha | RD-000138: Bachá,SRC-02,DICCIONARIO raramuri.pdf,4,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000443,Acha,Machá,acha,macha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000025,RD-000025|RD-001231,RD-001231,Adv | S,RD-000025: Acha | RD-001231: Machá,SRC-02,DICCIONARIO raramuri.pdf,4,54,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000444,Acha,Pachá,acha,pacha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000025,RD-000025|RD-001797,RD-001797,Adv | Adv,RD-000025: Acha | RD-001797: Pachá,SRC-02,DICCIONARIO raramuri.pdf,4,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000445,Achá,Bacha,acha,bacha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000026,RD-000026|RD-000137,RD-000137,Vt | Adv,RD-000026: Achá | RD-000137: Bacha,SRC-02,DICCIONARIO raramuri.pdf,4,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000446,Achá,Bachá,acha,bacha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000026,RD-000026|RD-000138,RD-000138,Vt | Vipl,RD-000026: Achá | RD-000138: Bachá,SRC-02,DICCIONARIO raramuri.pdf,4,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000447,Achá,Machá,acha,macha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000026,RD-000026|RD-001231,RD-001231,Vt | S,RD-000026: Achá | RD-001231: Machá,SRC-02,DICCIONARIO raramuri.pdf,4,54,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000448,Achá,Pachá,acha,pacha,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000026,RD-000026|RD-001797,RD-001797,Vt | Adv,RD-000026: Achá | RD-001797: Pachá,SRC-02,DICCIONARIO raramuri.pdf,4,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000449,Achí,Bachi,achi,bachi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-000146,RD-000146,Vt | S,RD-000030: Achí | RD-000146: Bachi,SRC-02,DICCIONARIO raramuri.pdf,4,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000450,Achí,Bachi,achi,bachi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-000147,RD-000147,Vt | S,RD-000030: Achí | RD-000147: Bachi,SRC-02,DICCIONARIO raramuri.pdf,4,10,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000451,Achí,cachí,achi,cachi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-000373,RD-000373,Vt | Vi,RD-000030: Achí | RD-000373: cachí,SRC-02,DICCIONARIO raramuri.pdf,4,22,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000452,Achí,cachí,achi,cachi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-000374,RD-000374,Vt | Vi pl,RD-000030: Achí | RD-000374: cachí,SRC-02,DICCIONARIO raramuri.pdf,4,22,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000453,Achí,Huachí,achi,huachi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-000876,RD-000876,Vt | Vi,RD-000030: Achí | RD-000876: Huachí,SRC-02,DICCIONARIO raramuri.pdf,4,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000454,Achí,Machí,achi,machi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-001232,RD-001232,Vt | Vi,RD-000030: Achí | RD-001232: Machí,SRC-02,DICCIONARIO raramuri.pdf,4,54,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000455,Achí,Machí,achi,machi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-001233,RD-001233,Vt | Adv,"RD-000030: Achí | RD-001233: Machí, machíami",SRC-02,DICCIONARIO raramuri.pdf,4,54,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000456,Achí,Pachí,achi,pachi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-001799,RD-001799,Vt,RD-000030: Achí | RD-001799: Pachí,SRC-02,DICCIONARIO raramuri.pdf,4,68,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000457,Achí,Rachí,achi,rachi,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000030,RD-000030|RD-001904,RD-001904,Vt | Vi,RD-000030: Achí | RD-001904: Rachí,SRC-02,DICCIONARIO raramuri.pdf,4,71,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000458,Achíami,Huachíami,achiami,huachiami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000031,RD-000031|RD-000877,RD-000877,Adj | Adj,RD-000031: Achíami | RD-000877: Huachíami,SRC-02,DICCIONARIO raramuri.pdf,4,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000459,Achíami,machíami,achiami,machiami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000031,RD-000031|RD-001233,RD-001233,Adj | Adv,"RD-000031: Achíami | RD-001233: Machí, machíami",SRC-02,DICCIONARIO raramuri.pdf,4,54,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000460,Ajó,Huajó,ajo,huajo,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000037,RD-000037|RD-000883,RD-000883,Vt | S,RD-000037: Ajó | RD-000883: Huajó,SRC-02,DICCIONARIO raramuri.pdf,4,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000461,Ajó,Huajó,ajo,huajo,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000038,RD-000038|RD-000883,RD-000883,S | S,RD-000038: Ajó | RD-000883: Huajó,SRC-02,DICCIONARIO raramuri.pdf,5,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000462,Amí,Camí,ami,cami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000047,RD-000047|RD-000394,RD-000394,Vt | Vi,RD-000047: Amí | RD-000394: Camí,SRC-02,DICCIONARIO raramuri.pdf,5,23,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000463,Amí,Cami,ami,cami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000047,RD-000047|RD-000395,RD-000395,Vt | Adj,RD-000047: Amí | RD-000395: Cami,SRC-02,DICCIONARIO raramuri.pdf,5,23,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000464,Amí,Huamí,ami,huami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000047,RD-000047|RD-000886,RD-000886,Vt | Adv,RD-000047: Amí | RD-000886: Huamí,SRC-02,DICCIONARIO raramuri.pdf,5,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000465,Amí,Jami,ami,jami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000047,RD-000047|RD-001133,RD-001133,Vt | Adv,RD-000047: Amí | RD-001133: Jami,SRC-02,DICCIONARIO raramuri.pdf,5,52,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000466,Amí,Nami,ami,nami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000047,RD-000047|RD-001486,RD-001486,Vt | Vi,RD-000047: Amí | RD-001486: Nami,SRC-02,DICCIONARIO raramuri.pdf,5,61,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000467,Amí,Tamí,ami,tami,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000047,RD-000047|RD-002444,RD-002444,Vt | Pron,RD-000047: Amí | RD-002444: Tamí,SRC-02,DICCIONARIO raramuri.pdf,5,84,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000468,Aná,Baná,ana,bana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000050,RD-000050|RD-000174,RD-000174,Adv | S,RD-000050: Aná | RD-000174: Baná,SRC-02,DICCIONARIO raramuri.pdf,5,12,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000469,Aná,Huaná,ana,huana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000050,RD-000050|RD-000894,RD-000894,Adv | Adv,RD-000050: Aná | RD-000894: Huaná,SRC-02,DICCIONARIO raramuri.pdf,5,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000470,Aná,Maná,ana,mana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000050,RD-000050|RD-001257,RD-001257,Adv | Vt,RD-000050: Aná | RD-001257: Maná,SRC-02,DICCIONARIO raramuri.pdf,5,55,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000471,Aná,Raná,ana,rana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000050,RD-000050|RD-001932,RD-001932,Adv,RD-000050: Aná | RD-001932: Raná,SRC-02,DICCIONARIO raramuri.pdf,5,72,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000472,Aná,Tana,ana,tana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000050,RD-000050|RD-002448,RD-002448,Adv | Vt,RD-000050: Aná | RD-002448: Tana,SRC-02,DICCIONARIO raramuri.pdf,5,84,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000473,Aná,Baná,ana,bana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000051,RD-000051|RD-000174,RD-000174,S | S,RD-000051: Aná | RD-000174: Baná,SRC-02,DICCIONARIO raramuri.pdf,5,12,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000474,Aná,Huaná,ana,huana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000051,RD-000051|RD-000894,RD-000894,S | Adv,RD-000051: Aná | RD-000894: Huaná,SRC-02,DICCIONARIO raramuri.pdf,5,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000475,Aná,Maná,ana,mana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000051,RD-000051|RD-001257,RD-001257,S | Vt,RD-000051: Aná | RD-001257: Maná,SRC-02,DICCIONARIO raramuri.pdf,5,55,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000476,Aná,Raná,ana,rana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000051,RD-000051|RD-001932,RD-001932,S,RD-000051: Aná | RD-001932: Raná,SRC-02,DICCIONARIO raramuri.pdf,5,72,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000477,Aná,Tana,ana,tana,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000051,RD-000051|RD-002448,RD-002448,S | Vt,RD-000051: Aná | RD-002448: Tana,SRC-02,DICCIONARIO raramuri.pdf,5,84,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000478,Anara,Pánara,anara,panara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000062,RD-000062|RD-001808,RD-001808,Vt | Vi,RD-000062: Anara | RD-001808: Pánara,SRC-02,DICCIONARIO raramuri.pdf,6,69,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000479,Ané,Bané,ane,bane,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000064,RD-000064|RD-000177,RD-000177,Vt | Vi,RD-000064: Ané | RD-000177: Bané,SRC-02,DICCIONARIO raramuri.pdf,6,12,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000480,Ané,Nané,ane,nane,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000064,RD-000064|RD-001489,RD-001489,Vt | Vi,RD-000064: Ané | RD-001489: Nané,SRC-02,DICCIONARIO raramuri.pdf,6,61,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000481,Ané,Rané,ane,rane,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000064,RD-000064|RD-001935,RD-001935,Vt | vi,RD-000064: Ané | RD-001935: Rané,SRC-02,DICCIONARIO raramuri.pdf,6,72,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000482,Ané,Bané,ane,bane,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000065,RD-000065|RD-000177,RD-000177,Vi | Vi,RD-000065: Ané | RD-000177: Bané,SRC-02,DICCIONARIO raramuri.pdf,6,12,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000483,Ané,Nané,ane,nane,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000065,RD-000065|RD-001489,RD-001489,Vi | Vi,RD-000065: Ané | RD-001489: Nané,SRC-02,DICCIONARIO raramuri.pdf,6,61,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000484,Ané,Rané,ane,rane,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000065,RD-000065|RD-001935,RD-001935,Vi | vi,RD-000065: Ané | RD-001935: Rané,SRC-02,DICCIONARIO raramuri.pdf,6,72,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000485,Aní,Huaní,ani,huani,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000069,RD-000069|RD-000895,RD-000895,Vi | Vt,RD-000069: Aní | RD-000895: Huaní,SRC-02,DICCIONARIO raramuri.pdf,6,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000486,Aní,Maní,ani,mani,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000069,RD-000069|RD-001258,RD-001258,Vi | Vi,RD-000069: Aní | RD-001258: Maní,SRC-02,DICCIONARIO raramuri.pdf,6,55,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000487,Aní,Paní,ani,pani,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000069,RD-000069|RD-001809,RD-001809,Vi | Adv,RD-000069: Aní | RD-001809: Paní,SRC-02,DICCIONARIO raramuri.pdf,6,69,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000488,Aní,Tani,ani,tani,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000069,RD-000069|RD-002451,RD-002451,Vi | Vt,RD-000069: Aní | RD-002451: Tani,SRC-02,DICCIONARIO raramuri.pdf,6,84,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000489,Anirá,Banira,anira,banira,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000071,RD-000071|RD-000182,RD-000182,Vi | Vt,RD-000071: Anirá | RD-000182: Banira,SRC-02,DICCIONARIO raramuri.pdf,6,13,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000490,Anirá,Canira,anira,canira,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000071,RD-000071|RD-000406,RD-000406,Vi | Vi,RD-000071: Anirá | RD-000406: Canira,SRC-02,DICCIONARIO raramuri.pdf,6,24,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000491,Apé,Napé,ape,nape,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000082,RD-000082|RD-001505,RD-001505,Vt | Vi,RD-000082: Apé | RD-001505: Napé,SRC-02,DICCIONARIO raramuri.pdf,7,61,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000492,Apé,Rapé,ape,rape,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000082,RD-000082|RD-001943,RD-001943,Vt | S,RD-000082: Apé | RD-001943: Rapé,SRC-02,DICCIONARIO raramuri.pdf,7,72,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000493,Apé,Sapé,ape,sape,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000082,RD-000082|RD-002243,RD-002243,Vt | Vi,RD-000082: Apé | RD-002243: Sapé,SRC-02,DICCIONARIO raramuri.pdf,7,79,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000494,Aqué,Huaqué,aque,huaque,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000086,RD-000086|RD-000898,RD-000898,Vi | Vt,RD-000086: Aqué | RD-000898: Huaqué,SRC-02,DICCIONARIO raramuri.pdf,7,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000495,Aqué,Naqué,aque,naque,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000086,RD-000086|RD-001520,RD-001520,Vi | Vi,RD-000086: Aqué | RD-001520: Naqué,SRC-02,DICCIONARIO raramuri.pdf,7,62,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000496,Aqué,Raqué,aque,raque,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000086,RD-000086|RD-001949,RD-001949,Vi | Vt,RD-000086: Aqué | RD-001949: Raqué,SRC-02,DICCIONARIO raramuri.pdf,7,72,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000497,Aqué,Huaqué,aque,huaque,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000087,RD-000087|RD-000898,RD-000898,Vi | Vt,RD-000087: Aqué | RD-000898: Huaqué,SRC-02,DICCIONARIO raramuri.pdf,7,43,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000498,Aqué,Naqué,aque,naque,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000087,RD-000087|RD-001520,RD-001520,Vi | Vi,RD-000087: Aqué | RD-001520: Naqué,SRC-02,DICCIONARIO raramuri.pdf,7,62,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000499,Aqué,Raqué,aque,raque,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000087,RD-000087|RD-001949,RD-001949,Vi | Vt,RD-000087: Aqué | RD-001949: Raqué,SRC-02,DICCIONARIO raramuri.pdf,7,72,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000500,Arara,Garara,arara,garara,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000089,RD-000089|RD-000858,RD-000858,S | Vt,RD-000089: Arara | RD-000858: Garara,SRC-02,DICCIONARIO raramuri.pdf,7,42,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000501,Aré,Baré,are,bare,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000090,RD-000090|RD-000192,RD-000192,Vt | S,RD-000090: Aré | RD-000192: Baré,SRC-02,DICCIONARIO raramuri.pdf,7,13,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000502,Aré,Caré,are,care,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000090,RD-000090|RD-000432,RD-000432,Vt | Vi,RD-000090: Aré | RD-000432: Caré,SRC-02,DICCIONARIO raramuri.pdf,7,25,Transcrito | Transcrito,Pendiente de cotejo lingüístico
VAR-000503,Aré,Caré,are,care,Ø/C inicial,Gráfica,Comparación automática de lemas documentados,RD-000090,RD-000090|RD-000433,RD-000433,Vt | Vt,RD-000090: Aré | RD-000433: Caré,SRC-02,DICCIONARIO raramuri.pdf,7,25,Transcrito | Transcrito,Pendiente de cotejo lingüístico
