"ID","Language_ID","Headword","Part_Of_Speech","Headword_Raw","Headword_Normalized","Homonym_Number","Classification_Family","Translation_Raw","Variants_JSON","Examples_JSON","Comment","Source","Publication_Status","Validation_Status","Transcription_Status"
"RD-001079","tar","I’hueri","Adj pl","I’hueri","i'hueri","","Adj","Largos","[]","[""Véase hui’rí.""]","Véase hui’rí.","SRC-02[50]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001080","tar","Ihuí","Vt","Ihuí","ihui","","Vt","Respirar","[]","[""Ma cu ihuiri. Ya respiró otra vez.""]","Ma cu ihuiri. Ya respiró otra vez.","SRC-02[50]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001081","tar","I’huí","Vt","I’huí","i'hui","","Vt","1. Enredar 2. Lo amarra por las patas","[]","[""Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.""]","Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.","SRC-02[50]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001082","tar","Ihuíchani","Vi","Ihuíchani","ihuichani","","Vi","Resollar","[]","[]","","SRC-02[50]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001083","tar","I’huíchari","S","I’huíchari","i'huichari","","S","Manzanilla","[]","[""I’huícharachi. En la manzanilla.""]","I’huícharachi. En la manzanilla.","SRC-02[50]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001084","tar","Ihuigá","S","Ihuigá","ihuiga","","S","Respiración","[]","[""Diosi tamí ihuítari. Dios me dio la vida (la respiración). Binoy ihuigara. El espíritu de él. Ihuita. Vi Dar espíritu, dar vida.""]","Diosi tamí ihuítari. Dios me dio la vida (la respiración). Binoy ihuigara. El espíritu de él. Ihuita. Vi Dar espíritu, dar vida.","SRC-02[50-51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001085","tar","I’huiri","S","I’huiri","i'huiri","","S","Bolsita de gusanos del madroño (árbol)","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001086","tar","I’huita","","I’huita","i'huita","","Sin clasificar","1. vi Enredarse 2. vt Dar la autoridad (pasándole los cetros de autoridad encima de la cabeza)","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001087","tar","Ijínari","Vi","Ijínari","ijinari","","Vi","Éramos, eran","[]","[""Campórahuami ijínari. Eran tamboreros. Remerio ijínari. Eran curanderos. Huete cha nocuáam ijínari. Éramos muy traviesos. Nijé jínari ju. Son mis hijos.""]","Campórahuami ijínari. Eran tamboreros. Remerio ijínari. Eran curanderos. Huete cha nocuáam ijínari. Éramos muy traviesos. Nijé jínari ju. Son mis hijos.","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001088","tar","Imá","S","Imá","ima","","S","Hígado","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001089","tar","Imasehua","","Imasehua","imasehua","","Sin clasificar","1. vi Enfermarse (por tener el bazo hinchado) 2. s Bazo","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001090","tar","I’mé","vi","I’mé","i'me","","Vi","1. Caerse (al suelo) 2. Tropezar (andando)","[]","[""Echi táa tohuí i’mema. El niñito se va a tropezar.""]","Echi táa tohuí i’mema. El niñito se va a tropezar.","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001091","tar","Imúami","Adj","Imúami","imuami","","Adj","Voraz","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001092","tar","Imuri","S","Imuri","imuri","","S","Canasta (con tapadera), petaca","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001093","tar","Iná","","1Iná","ina","1","Sin clasificar","1. vi Ir 2. Venir 3. Caminar","[]","[""Echo’ná iná. Allí va. Mi tasí inaro. Alli viene. Huamí tu inárami hue risí. El que camina para abajo está cansado.""]","Echo’ná iná. Allí va. Mi tasí inaro. Alli viene. Huamí tu inárami hue risí. El que camina para abajo está cansado.","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001094","tar","Iná","Vi","2Iná","ina","2","Vi","Dar leche","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001095","tar","Ináatami","Adj","Ináatami","inaatami","","Adj","Seguidor (a tros y no estar solo)","[]","[""Echi táa hue ináatami ju. Ese chiquito es muy seguidor.""]","Echi táa hue ináatami ju. Ese chiquito es muy seguidor.","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001096","tar","Inami","Vi","Inami","inami","","Vi","Entender y hablar español","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001097","tar","I’ní","Vi","I’ní","i'ni","","Vi","Volar","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001098","tar","I’níbana","Vt","I’níbana","i'nibana","","Vt","Echar a voler","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001099","tar","I’nisa","Vi","I’nisa","i'nisa","","Vi","Volarse","[]","[""Icá jiti i’nísama. Se va a volar por el viento.""]","Icá jiti i’nísama. Se va a volar por el viento.","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001100","tar","Inó","S","Inó","ino","","S","Tipo de árbol chico con hojas amargosas","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001101","tar","Iqué","Vt","Iqué","ique","","Vt","Ventilar","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001102","tar","Iquí","Vi","1Iquí","iqui","1","Vi","Acontecer, suceder","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001103","tar","Iquí","Vt","2Iquí","iqui","2","Vt","1. Picar 2. Morder","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001104","tar","Iquigá: que ‘ne iquigá","","Iquigá: que ‘ne iquigá","iquiga: que 'ne iquiga","","Sin clasificar","Desapareciéndose","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001105","tar","Iquíi","Vi","Iquíi","iquii","","Vi","Saber (lo que pasó)","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001106","tar","Irá","S","Irá","ira","","S","Nopal","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001107","tar","Irapa","Vt","Irapa","irapa","","Vt","Abrir (puerta, caja)","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001108","tar","Irápara","S","Irápara","irapara","","S","Llave","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001109","tar","Irápata","Vi","Irápata","irapata","","Vi","Abrirse","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001110","tar","Irápatami","Pp","Irápatami","irapatami","","Pp","Abierto","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001111","tar","Iré","Vi","Iré","ire","","Vi","Estar bueno, servir","[]","[]","","SRC-02[51]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001112","tar","Ireta","Vi","Ireta","ireta","","Vi","Explicar bien","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001113","tar","Irí","S","Irí","iri","","S","Cerco (de palos)","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001114","tar","Irura","Adv","Irura","irura","","Adv","Ciertamente","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001115","tar","Isaba","Vi","Isaba","isaba","","Vi","Descansar","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001116","tar","Isábata","Vt","Isábata","isabata","","Vt","Hacer, descansar","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001117","tar","Isena","Adj pl","Isena","isena","","Adj","Distintos, diferentes, extraños","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001118","tar","Isí","Vi","Isí","isi","","Vi","Orinar","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001119","tar","Isini rahué","","Isini rahué","isini rahue","","Sin clasificar","Algunos días","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001120","tar","Isota","Vt","Isota","isota","","Vt","Mojar con orina","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001121","tar","Itiyeri","Vi pret pl","Itiyeri","itiyeri","","Vi","Jugar","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001122","tar","Iyé","S","Iyé","iye","","S","Madre, mamá","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001123","tar","Iyéami","Adv","Iyéami","iyeami","","Adv","Que tiene mamá","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001124","tar","Iyéata","Vi","Iyéata","iyeata","","Vi","Estar abierto","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001125","tar","Iyena, yena","Vi sing","Iyena, yena","iyena, yena","","Vi","Andar","[""yena""]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001126","tar","Iyénasí","","Iyénasí","iyenasi","","Sin clasificar","Hasta que","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001127","tar","Jaba","Vi pl","Jaba","jaba","","Vi","Pararse (varios)","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001128","tar","Jabu","S esp","Jabu","jabu","","S","Caballo","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001129","tar","Jácami","Adj","Jácami","jacami","","Adj","Vivo","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001130","tar","Jahua","Vt pl","Jahua","jahua","","Vt","1. Parar 2. Nombrar como autoridades","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001131","tar","Jahuaba","Vi pl","Jahuaba","jahuaba","","Vi","Estar parados","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001132","tar","Jahui","Vi pl","Jahui","jahui","","Vi","Estar parados","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001133","tar","Jami","Adv","Jami","jami","","Adv","Por aquí, por este lado","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001134","tar","Janiri","Vi","Janiri","janiri","","Vi","Estar contento","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001135","tar","Japa","Imper","Japa","japa","","Imper","¡Oiga!","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001136","tar","Jaré","Pron","Jaré","jare","","Pron","Algunos, unos","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001137","tar","Jasa","Vi pl","Jasa","jasa","","Vi","1. Levantarse (de estar sentados) 2. Pararse (cesar)","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001138","tar","Je’ná","Pron dem","Je’ná","je'na","","Pron","Este, esta, esto","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001139","tar","Jena’í","Adv","Jena’í","jena'i","","Adv","Aquí","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001140","tar","Jecouá","","Jecouá","jecoua","","Sin clasificar","Acá (en cierta parte)","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001141","tar","Jeré","","Jeré","jere","","Sin clasificar","Así es","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001142","tar","Jerigá","Adv","Jerigá","jeriga","","Adv","Así (de esta manera)","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001143","tar","Jeyiri","Adv","Jeyiri","jeyiri","","Adv","Esta clase","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001144","tar","Ji","Imper","Ji","ji","","Imper","¡Tómalo con la mano!","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001145","tar","Jícuri","S","Jícuri","jicuri","","S","Peyote","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001146","tar","Jiero","S esp","Jiero","jiero","","S","Fierro","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001147","tar","Jihuéami","Adj","Jihuéami","jihueami","","Adj","Fuerte","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001148","tar","Jihuera","","Jihuera","jihuera","","Sin clasificar","Tener fuerza","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001149","tar","Jihuérahua","S","Jihuérahua","jihuerahua","","S","Poder","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001150","tar","Jihuérami","Adj","Jihuérami","jihuerami","","Adj","Vigoroso, firme","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001151","tar","Jihuérata","Vt","Jihuérata","jihuerata","","Vt","Hacer fuerte, fortalecer","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001152","tar","Jima","Vi pl","Jima","jima","","Vi","Subir","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001153","tar","Jínohua","Vi","Jínohua","jinohua","","Vi","Tener hijos","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001154","tar","Jipi","Adv","Jipi","jipi","","Adv","Ahora","[]","[]","","SRC-02[52]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001155","tar","Jiti","Prep","Jiti","jiti","","Prep","1. Con 2. Por","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001156","tar","Jiyá","Vi","Jiyá","jiya","","Vi","Apresurarse","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001157","tar","Jiyata","Vt","Jiyata","jiyata","","Vt","Apresurar","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001158","tar","Jiyahui","Vi","Jiyahui","jiyahui","","Vi","Tener prisa por irse","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001159","tar","Jiyé","Vt","Jiyé","jiye","","Vt","Seguir las huellas","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001160","tar","Jiyero","S","Jiyero","jiyero","","S","Hierro","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001161","tar","Jiyeta","Vt","Jiyeta","jiyeta","","Vt","Seguir huelleando","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001162","tar","Jo","Vi pl","1Jo","jo","1","Vi","Andar muchos","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001163","tar","Jo","Vt","2Jo","jo","2","Vt","Hacer hoyo","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001164","tar","Jobátami","Adj pl","Jobátami","jobatami","","Adj","Feroces, bravos","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001165","tar","Jócari","S","Jócari","jocari","","S","Camaleón, lagarto cornudo","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001166","tar","Jochi","S","Jochi","jochi","","S","Hoyo","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001167","tar","Jóhua","Vt","Jóhua","johua","","Vt","Apuntar, señalar","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001168","tar","Jonsa","Prep","Jonsa","jonsa","","Prep","Desde, de","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001169","tar","Jora","Vt","Jora","jora","","Vt","Escarbar (un hoyo)","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001170","tar","Ju, juco, jupá","Vi","Ju, juco, jupá","ju, juco, jupa","","Vi","Ser, estar","[""juco"",""jupá""]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001171","tar","Jubá","Adv","1Jubá","juba","1","Adv","Atrás","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001172","tar","Jubá","Vi","2Jubá","juba","2","Vi","Oler","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001173","tar","Jubá","Vt","3Jubá","juba","3","Vt","Jugar (tirando los palos)","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001174","tar","Jubáami","Adv","Jubáami","jubaami","","Adv","Al fin, finalmente, último","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001175","tar","Jubahua","Vi","Jubahua","jubahua","","Vi","Atrasarse","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001176","tar","Jubánara","Adj","Jubánara","jubanara","","Adj","Anterior","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001177","tar","Jubé","Vt","1Jubé","jube","1","Vt","1. Entarimar 2. Hacer","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001178","tar","Jubé","Vi pl","2Jubé","jube","2","Vi","Tener esposas (varios hombres)","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001179","tar","Juberi","S","Juberi","juberi","","S","1. Mesa 2. Banca 3. Cama de tablas","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001180","tar","Jubétami","S","Jubétami","jubetami","","S","Piso de tablas","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001181","tar","Jubí","S pl","Jubí","jubi","","S","Esposas","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001182","tar","Juca","Vi","Juca","juca","","Vi","Oler","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001183","tar","Juma","Vi pl","Juma","juma","","Vi","Correr","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001184","tar","Jumsa","Vi pl","Jumsa","jumsa","","Vi","Huir","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001185","tar","Jumta","Vt","Jumta","jumta","","Vt","Echar a correr","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001186","tar","Jurá","Vt","Jurá","jura","","Vt","Enviar, mandar","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001187","tar","Jurárami","Pp","Jurárami","jurarami","","Pp","Mandado","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001188","tar","Juri","Adv","Juri","juri","","Adv","Sí, seguro","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001189","tar","La","S","1La","la","1","S","Sangre","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001190","tar","La","Vt","2La","la","2","Vt","Hacer enramada","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001191","tar","Labá","S","Labá","laba","","S","Hueja redonda (reg.), jícara","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001192","tar","Lábara","S","Lábara","labara","","S","Vena","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001193","tar","Lábari","","Lábari","labari","","Sin clasificar","Nervio","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001194","tar","Labata","Vi","Labata","labata","","Vi","Hacer huejas","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001195","tar","Láchamuri","S","Láchamuri","lachamuri","","S","Ardilla amarillenta (se sube a los árboles)","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001196","tar","Lamari","S","Lamari","lamari","","S","Sangre cocida, tripas cocidas","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001197","tar","Lamú","Vi","Lamú","lamu","","Vi","Sentirse adolorido por un golpe","[]","[]","","SRC-02[53]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001198","tar","Lánahua","Vt","Lánahua","lanahua","","Vt","Teñir de anarajnado","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001199","tar","Lánami","Adj","Lánami","lanami","","Adj","Anaranjado","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001200","tar","Lasiba","Vi","Lasiba","lasiba","","Vi","Oxidarse","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001201","tar","Látami","S","Látami","latami","","S","Enramada","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001202","tar","Léami","Adj","Léami","leami","","Adj","Sangriento","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001203","tar","Lena","Vi","Lena","lena","","Vi","Sangrar, desangrar","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001204","tar","Limeta","S esp","Limeta","limeta","","S","Botella de vidrio","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001205","tar","Loca","Vt","Loca","loca","","Vt","Batir, mezclar (pinole en agua)","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001206","tar","‘Loche","","‘Loche","'loche","","Sin clasificar","Tiene hambre","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001207","tar","Lochi","S","Lochi","lochi","","S","Hueja alargado especial para sacar agua","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001208","tar","‘Lohua, ‘loché","Vi","‘Lohua, ‘loché","'lohua, 'loche","","Vi","Tener hambre","[""‘loché""]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001209","tar","Lohuá","Vt","Lohuá","lohua","","Vt","Revolver, menear","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001210","tar","‘Lóhuari","S","‘Lóhuari","'lohuari","","S","Hambre","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001211","tar","Lohué","Vt","Lohué","lohue","","Vt","1. Abanicar 2. Dar vueltas al aire (con alguna cosa o con un mecate) 3. Tremolar","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001212","tar","Lohuera","S","Lohuera","lohuera","","S","Abanico","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001213","tar","Lohuí","Vi","Lohuí","lohui","","Vi","Tener rabia, estar loco (que anda corriendo)","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001214","tar","Lomírahua","S","Lomírahua","lomirahua","","S","Coyuntura","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001215","tar","Lohuira","Vt","Lohuira","lohuira","","Vt","Pegar la rabia a otro","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001216","tar","Luhuá","Vt","Luhuá","luhua","","Vt","Gastar (ropa)","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001217","tar","Luhuí","Vi","Luhuí","luhui","","Vi","Gastarse (ropa)","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001218","tar","‘Ma, ‘má","Vi sing","‘Ma, ‘má","'ma, 'ma","","Vi","Correr","[""‘má""]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001219","tar","Ma","Adv","Ma","ma","","Adv","Ya","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001220","tar","Ma’","S","Ma’","ma'","","S","Caña de maíz","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001221","tar","Ma’agá","S","Ma’agá","ma'aga","","S","Cienpiés","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001222","tar","Maba","Vt","Maba","maba","","Vt","Comer caña","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
